order_id,customer_id,order_date,order_amount,shipping_address,order_status
a7c7a52d-1d1a-4aec-9287-c97fce93f36d,8397,2021-12-29,69.29,"222 Chelsea Light Apt. 792, South Dana, NH 33967",shipped
eb4dacef-a719-4a4b-9dce-6d2b4e4f3468,2049,2023-07-20,175.66,"PSC 7482, Box 1759, APO AA 84247",delivered
c880c159-2d42-4e2c-9f16-a252174e4480,4770,2025-02-13,298.34,"3671 Patrick Knolls Suite 406, Alanton, PW 79983",shipped
7b5f9a3d-6c63-4990-8430-b6f78e212cd4,2163,2023-12-19,356.84,"95339 Byrd Stravenue Apt. 104, Johnsonstad, VA 17725",shipped
73d4d53b-7dc6-4255-b811-51195adfbbd0,4750,2020-06-24,43.03,"32858 Rivas Glens Suite 451, Mccartyberg, WV 30072",shipped
fd8d957c-4af6-49fc-8b82-b8d35b9ed8a3,6413,2024-07-30,44.72,"516 Joseph Crossing Suite 549, Carsonstad, CT 88953",shipped
c5786e02-e9fd-48dd-833d-685b3eaa058c,5562,2021-03-30,337.8,"317 Banks Crescent Apt. 004, Wilsonbury, FM 70958",shipped
cdcd6add-ae12-4912-b38a-850475540ce1,9834,2020-09-20,74.83,"261 Gilbert Harbors Apt. 537, Sampsonstad, CT 90374",delivered
007d731a-1c94-4075-a0e6-f2ba0c139e80,8744,2021-12-15,129.07,"PSC 5064, Box 3171, APO AP 28302",pending
b0dd44a2-e805-4032-bce1-e45a19f9c36a,7669,2023-06-01,103.3,"53293 Maria Plaza, New Jason, VI 31040",shipped
df760c6a-4fe2-4ba4-bb4d-66a6e6ca239f,8062,2021-09-30,183.61,"2284 Daniel Way, East Alexisbury, OR 42938",pending
6d8fb4c6-237f-490b-9e92-5692dd0be006,8651,2020-01-31,433.28,"681 Thomas Tunnel, Williamville, NV 66540",shipped
fea3477e-4d54-448e-8dcd-e532ef30d5c7,2612,2021-03-06,39.7,"0076 Parks Overpass Suite 115, North David, RI 83479",delivered
f6faa4d4-d88f-410b-a2fa-72361005d08f,6559,2023-02-11,402.29,"847 Garcia Squares Apt. 836, Beasleychester, MA 59942",shipped
6dad785c-9512-4290-9bc8-9c5872699171,5073,2022-02-14,103.88,"5452 Jones Village Apt. 161, Lisaside, AR 77370",delivered
a7842ff8-0936-477b-89b0-8fb43c1fe63d,8350,2025-02-02,78.69,"5604 Bell Ports, East Diane, IN 14685",shipped
77106904-137e-43e5-97ed-aa7fe9ffad31,5563,2021-11-11,236.69,"9368 Chelsea Shoals, Anthonyview, UT 41000",shipped
b9f3c3fa-e260-408d-bef0-be1349849bf2,8260,2024-11-26,405.93,"96120 Julie Forge, Barnesmouth, GA 49004",delivered
e99d24f9-4fe9-4c45-9886-b66b89773795,2604,2021-08-28,34.79,"22901 Ramos Manors, Lawsonchester, KY 28756",delivered
260370b2-fbc7-4f0f-a662-3dbf2bed62e1,1241,2024-01-07,484.81,"49784 Jeffrey Rapid Apt. 034, Port Derrick, KS 38439",shipped
6e13453e-b2d9-42ba-b933-1a3434d5a155,3724,2021-09-29,209.14,"26838 Jones Wall Apt. 607, Port Lawrencechester, OK 53509",pending
30c58707-0d93-43e5-af45-581e608ce029,4502,2023-10-11,433.68,"0529 Collier Lake, South Meganbury, NE 77685",shipped
21f72dab-898d-4d06-b5d9-07e9ee54f32c,3697,2022-02-17,195.7,"535 Charles Roads Apt. 883, Michaelberg, IA 13975",pending
c4283b34-ca6d-4726-9724-f382a99b8643,5345,2020-10-11,463.99,"127 Webster Trace, Maldonadoshire, SD 83770",pending
d81f6471-2e55-4ac3-bb4a-bad2b525b118,5673,2025-04-01,217.27,"71774 Vargas Knoll Apt. 477, North Miguelport, CA 84998",delivered
e3028043-f287-441e-81d2-139742d7ae2f,8973,2024-08-07,85.85,"9807 Marc Mountains Apt. 071, Toniland, NY 85190",pending
fc6f944c-c65c-4eaf-a97e-accc93fd95a4,4566,2020-12-01,484.67,"8892 Watson Haven Suite 659, Port Crystalmouth, CA 43714",delivered
7539ed5f-053a-48e5-a605-1d60a9e5a393,9883,2020-07-02,39.87,"9251 Sabrina Inlet Suite 291, Angelicamouth, GU 17251",pending
6623256f-5f23-44be-b262-e79cfc93b1f6,1936,2023-07-26,34.57,"685 Michael Falls, West Stacey, NM 25667",pending
e4360f4d-1d7b-4037-a275-1460bb130486,9238,2021-03-16,460.5,"1888 Ebony Wells, New Nicholas, GA 24204",delivered
4672b09c-fef6-41ec-afe3-355ac6c70da9,3579,2024-06-04,37.87,"706 Rhodes Freeway, Bishopmouth, IN 70494",delivered
16a5a708-378a-48e3-ab51-f2893588449c,2312,2021-04-09,427.16,"Unit 7359 Box 7746, DPO AP 69636",shipped
